Authors;Title;Year;Journal;Volume;Issue;Cited by;DOI;Link;Affiliations;Language of Original Document;Document Type;Publication Stage;Open Access;Source
"Almazini H.; Ku-Mahamud K.R.";Grey Wolf Optimization Parameter Control for Feature Selection in Anomaly Detection;2021;International Journal of Intelligent Engineering and Systems;14;2;30;10.22266/ijies2021.0430.43;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102814876&doi=10.22266%2fijies2021.0430.43&partnerID=40&md5=fd01db829b36cefaee73974d4ffd8938;School of Computing, University Utara Malaysia, Kedah, Malaysia;English;Article;Final;"All Open Access; Bronze Open Access";Scopus
"Kotapuri M.R.; Samala R.K.";Distributed generation effect on distribution system;2021;Journal Europeen des Systemes Automatises;54;1;0;10.18280/jesa.540118;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103241900&doi=10.18280%2fjesa.540118&partnerID=40&md5=9e23c4e5defb843dc66d72a28c0bca4b;Department of Electrical and Electronics Engineering, VFSTR (Deemed to be University), Vadlamudi, Guntur, 522213, India;English;Article;Final;"All Open Access; Bronze Open Access";Scopus
"Yue X.; Ma G.; Liu F.; Gao X.";Research on image classification method of strip steel surface defects based on improved Bat algorithm optimized BP neural network;2021;Journal of Intelligent and Fuzzy Systems;41;1;15;10.3233/JIFS-210374;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113232872&doi=10.3233%2fJIFS-210374&partnerID=40&md5=53202c34a4904ac43fdadd9e0be384ee;Mechanical and Electrical Engineering, Changchun University of Technology, Jilin Province, China;English;Article;Final;;Scopus
"Fujimori K.; Raytchev B.; Kaneda K.; Yamada Y.; Teshima Y.; Fujioka E.; Hiryu S.; Tamaki T.";Localization of flying bats from multichannel audio signals by estimating location map with convolutional neural networks;2021;Journal of Robotics and Mechatronics;33;3;3;10.20965/JRM.2021.P0515;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109855421&doi=10.20965%2fJRM.2021.P0515&partnerID=40&md5=64c8b7f9a1708789c60c08bdce409540;"Hiroshima University, 1-4-1 Kagamiyama, Hiroshima, Higashi-hiroshima, 739-8527, Japan; Doshisha University, 1-3 Tatara-miyakodani, Kyoto, Kyotanabe, 610-0394, Japan; Nagoya Institute of Technology, Gokiso-cho, Showa-ku, Aichi, Nagoya, 466-8555, Japan";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Gobi I.; Vimal Kumar D.";Bat algorithm based feature selection and ensemble neural network (Enn) based decision support system (dss) model for irrigation prediction;2021;Journal of Green Engineering;11;1;0;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100059301&partnerID=40&md5=941244257108269327421103807a7b4c;Department of Computer Science, Nehru Arts and Science College, Thirumalayampalayam, Coimbatore, Tamil Nadu, India;English;Article;Final;;Scopus
"Chen T.; Kapronand N.; Hsieh C.Y.; Cy Chen J.";Evolved auxiliary controller with applications to aerospace;2021;Aircraft Engineering and Aerospace Technology;93;4;15;10.1108/AEAT-12-2019-0233;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106220248&doi=10.1108%2fAEAT-12-2019-0233&partnerID=40&md5=1e329bb78d3838608fd6876aed7aa7e2;"Faculty of Information Technology, Ton Duc Thang University, Ho Chi Minh City, Viet Nam; Department of Electrical and Electronic Engineering, University of Bath, Bath, United Kingdom; Education College, National Dong Hwa University, Hualien, Taiwan; Faculty of Information Technology, University of California, Irvine, CA, United States; Education College, National Kaohsiung Normal University, Kaohsiung, Taiwan";English;Article;Final;;Scopus
"Lee J.B.; Kim H.J.; Kim J.H.; Wie G.J.";"Water depth and riverbed surveying using airborne bathymetric LiDAR System - A case study at the Gokgyo River; [항공수심라이다를 활용한 하천 수심 및 하상 측량에 관한 연구 - 곡교천 사례를 중심으로]";2021;Journal of the Korean Society of Surveying, Geodesy, Photogrammetry and Cartography;39;4;7;10.7848/ksgpc.2021.39.4.235;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120404863&doi=10.7848%2fksgpc.2021.39.4.235&partnerID=40&md5=a51879fa53a2afde349872a2a6a4a3fe;"Dept. of Civil Engineering, South Korea; Mokpo National University, South Korea; Institute of Engineering Research, South Korea; Seoul National University, South Korea; Geo-Spatial Information Planing Team; Geostory Inc.";Korean;Article;Final;;Scopus
"Jeha J.; Charles Raja S.";Estimating and developing the dynamic parameters of two area power system using enhanced BAT algorithm;2021;International Journal of Manufacturing Technology and Management;35;6;0;10.1504/IJMTM.2021.121575;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127378680&doi=10.1504%2fIJMTM.2021.121575&partnerID=40&md5=4c3a5dbc8e617dada743a047bb1bee35;"Rajas International Institute of Technology for Women, National Highway 47B, Ozhuginasery, Tamil Nadu, Nagercoil, 629001, India; Thiagarajar College of Engineering, GST Road, Thiruparankundram, Tamil Nadu, Madurai, 625015, India";English;Article;Final;;Scopus
"Kumar R.; Wang W.; Kumar J.; Yang T.; Khan A.; Ali W.; Ali I.";An Integration of blockchain and AI for secure data sharing and detection of CT images for the hospitals;2021;Computerized Medical Imaging and Graphics;87;;101;10.1016/j.compmedimag.2020.101812;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097158650&doi=10.1016%2fj.compmedimag.2020.101812&partnerID=40&md5=66073fa88b0cf97f116f6ef9cf56f95c;"School of Computer Science & Engineering, University of Electronic Science and Technology of China; School of Automotion Engineering, University of Electronic Science and Technology of China";English;Article;Final;;Scopus
"Thiruppathy Kesavan V.; Loheswaran K.";A hybrid combination of ls-svm and kpca with bat algorithm for intrusion detection;2021;Recent Advances in Computer Science and Communications;14;2;1;10.2174/2213275912666190423144414;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107339355&doi=10.2174%2f2213275912666190423144414&partnerID=40&md5=b880121308a28dc7f1ec8b99cb45cf4c;"Department of Computer Science and Engineering, GMR Institute of Technology, Rajam, Andhra Pradesh, 532127, India; Department of Computer Science and Engineering, CMR College of Engineering & Technology, Hyderabad, Telangana, India";English;Article;Final;;Scopus
"Priyadharshini P.; Zoraida B.S.E.";Bat-inspired metaheuristic convolutional neural network algorithms for CAD-based lung cancer prediction;2021;Journal of Applied Science and Engineering;24;1;10;10.6180/jase.202102_24(1).0008;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099668428&doi=10.6180%2fjase.202102_24%281%29.0008&partnerID=40&md5=2b31d907e9c9a55e5ba4291387c389ff;Department of Computer Science and Engineering, Bharathidasan University, Tiruchirappalli, India;English;Article;Final;;Scopus
"Chen T.; Kuo D.; Huiwi M.; Gong-Yo T.; Chen J.C.-Y.";Evolved predictive vibration control for offshore platforms based on the Lyapunov stability criterion;2021;Ships and Offshore Structures;16;7;13;10.1080/17445302.2020.1776548;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087006757&doi=10.1080%2f17445302.2020.1776548&partnerID=40&md5=b060f6f811533183c23354c30ac9ab94;"AI Lab, Faculty of Information Technology, Ton Duc Thang University, Ho Chi Minh City, Viet Nam; Computer Robotics Control, RMIT University, Melbourne, Australia; AI Center, University of Maryland, College Park, MD, United States; Faculty of Engineering, Swinburne University of Technology, Melbourne, Australia; College of Information Science & Engineering, Ocean University of China, Qingdao, China";English;Article;Final;;Scopus
"Li M.; Bi X.; Wang L.; Han X.";A method of two-stage clustering learning based on improved DBSCAN and density peak algorithm;2021;Computer Communications;167;;48;10.1016/j.comcom.2020.12.019;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098995736&doi=10.1016%2fj.comcom.2020.12.019&partnerID=40&md5=39cfd17c829259eb23402639da640cca;"School of Management, Jilin University, Changchun, 130022, China; School of Internet Finance and Information Engineering, Guangdong University of Finance, Guangzhou, 510520, China; College of Information Science and Technology, Jinan University, Guangzhou, 510632, China";English;Article;Final;;Scopus
"Chen Q.; Ni A.; Zhang C.; Wang J.; Xiao G.; Yu C.";A Bayesian Neural Network-Based Method to Calibrate Microscopic Traffic Simulators;2021;Journal of Advanced Transportation;2021;;0;10.1155/2021/4486149;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120848357&doi=10.1155%2f2021%2f4486149&partnerID=40&md5=388848fca2c5fe15dc3ff5e7c2aa487b;"Department of Transportation Engineering, School of Naval Architecture, Ocean and Civil Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China; School of Civil Engineering and Architecture, Zhejiang Sci-Tech University, Zhejiang, Hangzhou, 310018, China; School of Economics and Management, Shanghai Maritime University, Shanghai, 201306, China";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Vite-Garín T.; Estrada-Bárcenas D.A.; Gernandt D.S.; Reyes-Montes M.R.; Sahaza J.H.; Canteros C.E.; Ramírez J.A.; Rodríguez-Arellanes G.; Serra-Damasceno L.; Zancopé-Oliveira R.M.; Taylor J.W.; Taylor M.L.";Histoplasma capsulatum isolated from tadarida brasiliensis bats captured in mexico form a sister group to north american class 2 clade;2021;Journal of Fungi;7;7;9;10.3390/jof7070529;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110001797&doi=10.3390%2fjof7070529&partnerID=40&md5=ce85a0ef2a88f4b8da80fffc3cc834c2;"Unidad de Micología, Departamento de Microbiología y Parasitología, Facultad de Medicina, Universidad Nacional Autónoma de México (UNAM), Ciudad de México, 04510, Mexico; Colección Nacional de Cepas Microbianas y Cultivos Celulares, Centro de Investigación y de Estudios Avanzados, Instituto Politécnico Nacional (CINVESTAV, IPN), Ciudad de México, 07360, Mexico; Departamento de Botánica, Instituto de Biología, Universidad Nacional Autónoma de México (UNAM), Ciudad de México, 04510, Mexico; Departamento de Micología, Instituto Nacional de Enfermedades Infecciosas (INEI), Administración Nacional de Laboratorios e Institutos de Salud (ANLIS) “Dr. Carlos G. Malbrán”, Buenos Aires, 1281, Argentina; Centro de Ciências da Saúde, Departamento de Saúde Comunitária, Universidade Federal do Ceará, Fortaleza, 60455610, Brazil; Laboratório de Micologia, Setor Imunodiagnóstico, Instituto Nacional de Infectología Evandro Chagas, Fundação Oswaldo Cruz (FIOCRUZ), Rio de Janeiro, 21040-360, Brazil; Department of Plant and Microbial Biology, University of California, Berkeley, Berkeley, 94720, CA, United States";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Premnath S.P.; Arokia Renjith J.; Ananth J.P.";Image noise removal using optimal deep learning-based noisy pixel identification and image enhancement;2021;Imaging Science Journal;69;1-4;0;10.1080/13682199.2022.2155359;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145476004&doi=10.1080%2f13682199.2022.2155359&partnerID=40&md5=61a77c45dcc0456eb0928a071e5ff938;"Department of Electronics and Communication Engineering, Sri Krishna College of Engineering and Technology, Coimbatore, India; Department of Computer Science and Engineering, Jeppiaar Engineering College, Chennai, India; Department of Computer Science and Engineering, Sri Krishna College of Engineering and Technology, Coimbatore, India";English;Article;Final;;Scopus
"Ten Brinke L.F.; Hsu C.L.; Erickson K.I.; Handy T.C.; Liu-Ambrose T.";Functional Connectivity and Response Inhibition: A Secondary Analysis of an 8-Week Randomized Controlled Trial of Computerized Cognitive Training;2021;Journal of Alzheimer's Disease;80;4;2;10.3233/JAD-200844;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105027289&doi=10.3233%2fJAD-200844&partnerID=40&md5=2f2e655c61e488fc9e00663125f3e3c7;"Aging, Mobility, and Cognitive Neuroscience Laboratory, Department of Physical Therapy, University of British Columbia, Vancouver, BC, Canada; Djavad Mowafaghian Centre for Brain Health, Vancouver Coastal Health Research Institute, Vancouver, BC, Canada; Centre for Hip Health and Mobility, Vancouver Coastal Health Research Institute, Vancouver, BC, Canada; Hinda and Arthur Marcus Institute for Aging Research, Hebrew Senior Life, Boston, MA, United States; Department of Psychology, University of Pittsburgh, Pittsburgh, PA, United States; Department of Psychology, University of British Columbia, Vancouver, BC, Canada";English;Article;Final;;Scopus
"Hameed S.; Minhas Q.-A.; Ahmed S.; Habib S.; Hasan M.K.; Islam M.; Khan S.";An Improved iBAT-COOP Protocol for Cooperative Diversity in FANETs;2021;Computers, Materials and Continua;67;2;8;10.32604/cmc.2021.013896;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102486857&doi=10.32604%2fcmc.2021.013896&partnerID=40&md5=b8a9ac4988c1b13e8c12dd0567214df2;"Quaid-i-Azam University, Islamabad, Pakistan; Iqra National University, Peshawar, Pakistan; Network and Communication Technology Lab, Center for Cyber Security, UKM, Bangi, Malaysia; Department of Information Technology, College of Computer, Qassim University, Buraydah, Saudi Arabia; Department of Electrical Engineering, Onaizah College of Engineering & Information Technology, Al-Qassim, Saudi Arabia";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Rasam S.; Talebkeikhah F.; Talebkeikhah M.; Salimi A.; Moraveji M.K.";Physico-chemical properties prediction of hydrochar in macroalgae Sargassum horneri hydrothermal carbonisation;2021;International Journal of Environmental Analytical Chemistry;101;14;16;10.1080/03067319.2019.1700973;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076920940&doi=10.1080%2f03067319.2019.1700973&partnerID=40&md5=78ab9cff9281dfcdef3da822393990e7;"Department of Chemical Engineering, Amirkabir University of Technology (Tehran Polytechnic), Tehran, Iran; Department of Chemical Engineering, École Polytechnique Fédérale de Lausanne EPFL, Lausanne, Switzerland; Department of Petroleum Engineering, Amirkabir University of Technology (Tehran Polytechnic), Tehran, Iran; Research and Development Department, Iran Delco Company, Shams Abad Industrial City, Tehran, Iran";English;Article;Final;;Scopus
"Praveen Kumar T.; Subrahmanyam N.; Sydulu M.";Power Flow Management of the Grid-Connected Hybrid Renewable Energy System: A PLSANN Control Approach;2021;IETE Journal of Research;67;4;19;10.1080/03772063.2019.1565950;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060781898&doi=10.1080%2f03772063.2019.1565950&partnerID=40&md5=b6eaa8e33ffb7767347e62e6c160c1bd;National Institute of Technology, Warangal, India;English;Article;Final;;Scopus
"Medinas D.; Marques J.T.; Costa P.; Santos S.; Rebelo H.; Barbosa A.M.; Mira A.";Spatiotemporal persistence of bat roadkill hotspots in response to dynamics of habitat suitability and activity patterns;2021;Journal of Environmental Management;277;;21;10.1016/j.jenvman.2020.111412;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092056310&doi=10.1016%2fj.jenvman.2020.111412&partnerID=40&md5=5c3777f7e288f03603e732f098ad9f36;"Conservation Biology Lab, Department of Biology, University of Évora, Pólo da Mitra, Évora, 7002-554, Portugal; CIBIO/InBIO-UE, Research Centre in Biodiversity and Genetic Resources, University of Évora, Rua Dr. Joaquim Henrique da Fonseca, 2nd, Évora, 7002-554, Portugal; MED Institute, Universidade de Évora, Pólo da Mitra, Évora, 7006-554, Portugal; CIBIO/InBIO-UP, Research Centre in Biodiversity and Genetic Resources, University of Porto, Rua Padre Armando Quintas, Vairão, 4485-661, Portugal; CEABN-InBIO, Centre for Applied Ecology “Prof. Baeta Neves”, Institute of Agronomy, University of Lisbon, Tapada da Ajuda, Lisbon, 1349-017, Portugal; School of Biological Sciences, University of Bristol, Woodland Road, Bristol BS8 1UG, Bristol, United Kingdom; CICGE (Centre for Research in Geo-Spatial Sciences), University of Porto, Observatório Astronómico Prof. Manuel de Barros, Alameda Do Monte da Virgem, Vila Nova de Gaia, 4430-146, Portugal";English;Article;Final;"All Open Access; Bronze Open Access";Scopus
Dawood A.A.;Identification of cytotoxic t-cell and b-cell epitopes in the nucleocapsid phosphoprotein of sars-cov-2 using immunoinformatics;2021;Mikrobiolohichnyi Zhurnal;83;1;6;10.15407/microbiolj83.01.078;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103233614&doi=10.15407%2fmicrobiolj83.01.078&partnerID=40&md5=9410769529a2b9737ae887724d9315c7;"Department of Anatomy, College of Medicine, University of Mosul, Mosul, Iraq; Almajmuaa Str., Mosul, Nineveh, 41002, Iraq";English;Article;Final;"All Open Access; Bronze Open Access";Scopus
"Pellón J.J.; Rivero J.; Williams M.; Flores M.";Trophic relationships within the genus Carollia (Chiroptera, Phyllostomidae) in a premontane forest of central Peru;2021;Journal of Mammalogy;102;1;9;10.1093/jmammal/gyaa141;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104983556&doi=10.1093%2fjmammal%2fgyaa141&partnerID=40&md5=e41c26d55c6d004d7f912ec84d83ea73;"Departamento de Mastozoología, Museo de Historia Natural, Universidad Nacional Mayor de San Marcos, Lima, Peru; Laboratorio de Fisiología Animal y Biorremediación Luis Basto Acosta, Universidad Nacional Agraria la Molina, Lima, Peru; Herbario MOL-Weberbauer, Universidad Nacional Agraria la Molina, Lima, Peru";English;Article;Final;;Scopus
"Shu Z.; Chen Y.; Deng C.; Zheng F.; Zhong H.";Pareto Optimal Allocation of Flexible Fault Current Limiter Based on Multi-Objective Improved Bat Algorithm;2021;IEEE Access;9;;15;10.1109/ACCESS.2021.3050795;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099554783&doi=10.1109%2fACCESS.2021.3050795&partnerID=40&md5=f1693d3f4f2971646981672d638ce04b;"School of Electric and New Energy, Three Gorges University, Yichang, 443002, China; Hubei Province Key Laboratory for Operation and Control of Cascade Hydropower Station, China Three Gorges University, Yichang, 443002, China; College of Electrical Engineering and Automation, Fuzhou University, Fuzhou, 350108, China; College of Electrical Engineering and Automation, Wuhan University, Wuhan, 362000, China; State Grid Quanzhou Power Supply Company, Quanzhou, 362000, China";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Tripathi D.; Ramachandra Reddy B.; Padmanabha Reddy Y.C.A.; Shukla A.K.; Kumar R.K.; Sharma N.K.";BAT algorithm based feature selection: Application in credit scoring;2021;Journal of Intelligent and Fuzzy Systems;41;5;5;10.3233/JIFS-189876;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119854720&doi=10.3233%2fJIFS-189876&partnerID=40&md5=74b84b53ff8b0783a92a1354b447ce40;"Thapar Institute of Engineering Technology Patiala, Punjab, Patiala, 147001, India; SRM University AP-Andhra Pradesh, India; Madanapalle Institute of Technology Science Madanapalle, Andhra Pradesh, India; VIT-AP University, Andhra Pradesh, Amaravati, India";English;Article;Final;;Scopus
"Leroy B.M.L.; Lemme H.; Braumiller P.; Hilmers T.; Jacobs M.; Hochrein S.; Kienlein S.; Müller J.; Pretzsch H.; Stimm K.; Seibold S.; Jaworek J.; Hahn W.A.; Müller-Kroehling S.; Weisser W.W.";Relative impacts of gypsy moth outbreaks and insecticide treatments on forest resources and ecosystems: An experimental approach;2021;Ecological Solutions and Evidence;2;1;16;10.1002/2688-8319.12045;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116937855&doi=10.1002%2f2688-8319.12045&partnerID=40&md5=d044d440296da859f6b308fd91d84118;"Terrestrial Ecology Research Group, School of Life Sciences Weihenstephan, Technical University of Munich, Freising, Germany; Department of Forest Protection, Bavarian State Institute of Forestry, Freising, Germany; Chair of Forest Growth and Yield Science, School of Life Sciences Weihenstephan, Technical University of Munich, Freising, Germany; Field Station Fabrikschleichach, Department of Animal Ecology and Tropical Biology, Biocenter, University of Würzburg, Rauhenebrach, Germany; Ecosystem Dynamics and Forest Management Research Group, School of Life Sciences Weihenstephan, Technical University of Munich, Freising, Germany; Bavarian Forest National Park, Grafenau, Germany; Department of Biodiversity, Nature Conservation and Hunting, Bavarian State Institute of Forestry, Freising, Germany";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Aalimahmoody N.; Bedon C.; Hasanzadeh-Inanlou N.; Hasanzade-Inallu A.; Nikoo M.";Bat algorithm-based ann to predict the compressive strength of concrete—a comparative study;2021;Infrastructures;6;6;19;10.3390/infrastructures6060080;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107877279&doi=10.3390%2finfrastructures6060080&partnerID=40&md5=4fc90982215957501fbd9cffbebdcef4;"Department of Electrical Engineering, Yazd Branch, Islamic Azad University, Yazd, 89158-13135, Iran; Department of Engineering and Architecture, University of Trieste, Trieste, 34127, Italy; Department of Industrial and Mechanical Engineering, Qazvin Branch, Islamic Azad University, Qazvin, 34185-1416, Iran; Department of Earthquake Engineering, Science and Research Branch, Islamic Azad University, Tehran, 15847-43311, Iran; Young Researchers and Elite Club, Ahvaz Branch, Islamic Azad University, Ahvaz, 61349-37333, Iran";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Lundberg J.; McFarlane D.A.";The impact of burning on the structure and mineral composition of bat guano;2021;International Journal of Speleology;50;2;7;10.5038/1827-806X.50.2.2387;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108091568&doi=10.5038%2f1827-806X.50.2.2387&partnerID=40&md5=387f0d33ebde45dcb8fabda60032a094;"Department of Geography and Environmental Studies, Carleton University, Ottawa, K1S 5B6, Canada; Keck Science Department, The Claremont Colleges, CA, United States";English;Article;Final;"All Open Access; Gold Open Access; Green Open Access";Scopus
"Tagliamonte M.S.; Abid N.; Borocci S.; Sangiovanni E.; Ostrov D.A.; Kosakovsky Pond S.L.; Salemi M.; Chillemi G.; Mavian C.";Multiple recombination events and strong purifying selection at the origin of SARS-CoV-2 spike glycoprotein increased correlated dynamic movements;2021;International Journal of Molecular Sciences;22;1;17;10.3390/ijms22010080;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098646046&doi=10.3390%2fijms22010080&partnerID=40&md5=1f5942d1ec7cbb47dbd828a7da1f99d6;"Emerging Pathogen Institute, University of Florida, Gainesville, 32608, FL, United States; Department of Pathology, Immunology and Laboratory Medicine, University of Florida, Gainesville, 32610, FL, United States; Laboratory of Transmissible Diseases and Biological Active Substances LR99ES27, Faculty of Pharmacy, University of Monastir, Rue Ibn Sina, Monastir, 5000, Tunisia; Department of Biotechnology, High Institute of Biotechnology of Sidi Thabet, University of Manouba, BP-66, Ariana-Tunis, 2020, Tunisia; Department for Innovation in Biological, Agro-food and Forest Systems (DIBAF), University of Tuscia, via S. Camillo de Lellis s.n.c., Viterbo, 01100, Italy; Institute for Biological Systems, National Research Council, Via Salaria, Km 29.500, Monterotondo, Rome, 00015, Italy; Department of Biology, Temple University, Philadelphia, 19122, PA, United States; Institute of Biomembranes, Bioenergetics and Molecular Biotechnologies (IBIOM), National Research Council, Via Giovanni Amendola, 122/O, Bari, 70126, Italy";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Yeh W.-C.; Lin E.; Huang C.-L.";Predicting Spread Probability of Learning-Effect Computer Virus;2021;Complexity;2021;;17;10.1155/2021/6672630;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111572238&doi=10.1155%2f2021%2f6672630&partnerID=40&md5=3956dfbe3805f00ef8113e97a39619b5;"Department of Industrial Engineering and Engineering Management, National Tsing Hua University, Hsinchu, 300, Taiwan; Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, 94720-1234, CA, United States; Department of International Logistics and Transportation Management, Kainan University, Taoyuan, 33857, Taiwan";English;Article;Final;"All Open Access; Gold Open Access";Scopus
Zineddine M.;IMMAESA: A novel evaluation method of IDPSs' reactions to cyber-attacks on ICSs using multi-objectives heuristic algorithms;2021;International Journal of Information Security and Privacy;15;1;0;10.4018/IJISP.2021010104;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101975381&doi=10.4018%2fIJISP.2021010104&partnerID=40&md5=f52891a8e058a0a2299879ec4e739583;UEMF, Morocco, INSA EuroMed, Morocco;English;Article;Final;;Scopus
"Lange S.; Arisan E.D.; Grant G.H.; Uysal-Onganer P.";Micrornas for virus pathogenicity and host responses, identified in sars-cov-2 genomes, may play roles in viral-host co-evolution in putative zoonotic host species;2021;Viruses;13;1;6;10.3390/v13010117;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100327710&doi=10.3390%2fv13010117&partnerID=40&md5=e0f64ab351098ad083a87b803baf64ef;"Tissue Architecture and Regeneration Research Group, School of Life Sciences, University of Westminster, London, W1W 6UW, United Kingdom; Institute of Biotechnology, Gebze Technical University, Gebze Kocaeli, 41400, Turkey; School of Life Sciences, University of Bedfordshire, Park Square, Luton, LU1 3JU, United Kingdom; Cancer Research Group, School of Life Sciences, University of Westminster, London, W1W 6UW, United Kingdom";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Regolin A.L.; Muylaert R.L.; Crestani A.C.; Dáttilo W.; Ribeiro M.C.";Seed dispersal by Neotropical bats in human-disturbed landscapes;2021;Wildlife Research;48;1;17;10.1071/WR19138;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095130035&doi=10.1071%2fWR19138&partnerID=40&md5=43ac52bf5bef1ffa43876aaad4143b9f;"Institute of Biosciences, São Paulo State University-UNESP, Campus Rio Claro, Department of Biodiversity, Spatial Ecology and Conservation Lab (LEEC), Avenida 24 A, 1515, Jardim Bela Vista, Rio Claro, São Paulo, CEP 13506900, Brazil; Department of Fish Wildlife and Conservation Biology, Colorado State University, Wagar Building, CSU Main Campus, Fort Collins, 80523, CO, United States; Institute of Biosciences, São Paulo State University-UNESP, Campus Rio Claro, Department of Biodiversity, Birds Ecology Lab (LECAVE), Avenida 24 A, 1515, Jardim Bela Vista, Rio Claro, São Paulo, CEP 13506900, Brazil; Red de Ecoetología, Instituto de Ecología Ac, A Coatepec 351, El Haya, Xalapa-Enríquez, Veracruz, CP 91070, Mexico";English;Article;Final;;Scopus
"Kannari P.R.; Shariff N.C.; Biradar R.L.";Network intrusion detection using sparse autoencoder with swish-PReLU activation Model;2021;Journal of Ambient Intelligence and Humanized Computing;;;21;10.1007/s12652-021-03077-0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102643883&doi=10.1007%2fs12652-021-03077-0&partnerID=40&md5=1bcfc808b7e26d29a70ad29ef177e9da;"Department of Electronics and Communication Engineering, Rao Bahadur Y Mahabaleswarappa Engineering College, Ballari, India; Department of Electronics and Communication Engineering, SECAB Institute of Engineering and Technology, Vijayapur, India; Department of Electronics and Telematics Engineering, G. Narayanamma Institute of Technology and Science, Hyderabad, India";English;Article;Article in press;;Scopus
"Sarwar F.; Ahmed M.; Rahman M.";Application of nature inspired algorithms for multi-objective inventory control scenarios;2021;International Journal of Industrial Engineering Computations;12;1;6;10.5267/j.ijiec.2020.9.001;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097031140&doi=10.5267%2fj.ijiec.2020.9.001&partnerID=40&md5=9c28daa11ce422a2b5b74fb93619171f;Department of Industrial and Production Engineering, Bangladesh University of Engineering and Technology, Dhaka, Bangladesh;English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Muthukumaran E.; Kalyani S.";Development of smart controller for demand side management in smart grid using reactive power optimization;2021;Soft Computing;25;2;15;10.1007/s00500-020-05246-3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089446366&doi=10.1007%2fs00500-020-05246-3&partnerID=40&md5=9c0420fc33aeb0ad8cba6a050c1fa8f6;"Department of Electrical and Electronics Engineering, M.I.E.T. Engineering College, Tiruchirapalli, India; Department of Electrical and Electronics Engineering, Kamaraj College of Engineering and Technology, Virudhunagar, India";English;Article;Final;;Scopus
McNeill J.R.;"From Chimps to Bats: Human Social Evolution and Pandemic Potential over 15,000 Years; [Od čimpanzi do šišmiša. Društvena evolucija i pandemijski potencijal tijekom 15.000 godina]";2021;Radovi Zavoda za Hrvatsku Povijest;53;1;0;10.17234/RadoviZHP.53.9;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149833777&doi=10.17234%2fRadoviZHP.53.9&partnerID=40&md5=c22f35bf883519450b40fc5eb7a442db;Georgetown University, Washington, 20057-1035, DC, United States;English;Article;Final;"All Open Access; Gold Open Access";Scopus
