Authors;Title;Year;Journal;Volume;Issue;Cited by;DOI;Link;Affiliations;Language of Original Document;Document Type;Publication Stage;Open Access;Source
"Senapati B.; Das R.";Tumor cell type and gene marker identification by single layer perceptron neural network on single-cell RNA sequence data;2024;Journal of Biosciences;49;2;0;10.1007/s12038-023-00368-w;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188461257&doi=10.1007%2fs12038-023-00368-w&partnerID=40&md5=f4e2e1570dddd0bb572d107d14f95e2d;"Computer Science and Engineering, National Institute of Technology Mizoram, Chaltlang, Aizawl, 796 012, India; Computer Science and Engineering, National Institute of Technology Agartala, Barjala, Agartala, 799 046, India";English;Article;Final;;Scopus
"Mangipudi V.; Aloy Anuja Mary G.";CSPBOT-boQIEKC: QoS Enhanced Integration of Energy-Aware Clustering with Routing Protocol for WSN;2024;SSRG International Journal of Electronics and Communication Engineering;11;6;0;10.14445/23488549/IJECE-V11I6P104;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197807665&doi=10.14445%2f23488549%2fIJECE-V11I6P104&partnerID=40&md5=fd39c2028caacecb67086b4539e250ef;Department of ECE, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Tamil Nadu, India;English;Article;Final;;Scopus
"Majgave A.B.; Gavankar N.L.";Automatic phishing website detection and prevention model using transformer deep belief network;2024;Computers and Security;147;;0;10.1016/j.cose.2024.104071;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202929542&doi=10.1016%2fj.cose.2024.104071&partnerID=40&md5=a48a85cfefa075f143945538b7d45fb6;"Research Scholar, Shivaji University, Maharashtra, Kolhapur, 416004, India; Assistant Professor, Walchand College of Engineering, Maharashtra, Sangli, 416415, India";English;Article;Final;;Scopus
"Ullah A.; Alomari Z.; Alkhushayni S.; Al-Zaleq D.; Bany Taha M.; Remmach H.";Improvement in task allocation for VM and reduction of Makespan in IaaS model for cloud computing;2024;Cluster Computing;27;8;1;10.1007/s10586-024-04539-8;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194585818&doi=10.1007%2fs10586-024-04539-8&partnerID=40&md5=10cc51a6d97303c4ae51db94870e0e40;"Department of Computer Science, Faculty of Computing and Artificial Intelligence, Air University, Islamabad, 44000, Pakistan; Department of Computer Science, College of Engineering and Computing Sciences, New York Institute of Technology, Vancouver, V5M 4X3, BC, Canada; Department of Information Systems, Faculty of Information Technology and Computer Science, Yarmouk University, Irbid, 21163, Jordan; Robotic and Artificial Intelligence Engineering Department, Al-Ahliyya Amman University, Amman, 19111, Jordan; Department of Data Science and AI, College of Information Technology, American University of Madaba, Madaba, 11821, Jordan; LAMIGEP EMSI Marrakesh, Computer Systems Engineering Laboratory, Cadi Ayyad University, Marrakesh, 40000, Morocco";English;Article;Final;;Scopus
"Mahbub T.; Bhagwagar A.; Chand P.; Zualkernan I.; Judas J.; Dghaym D.";Bat2Web: A Framework for Real-Time Classification of Bat Species Echolocation Signals Using Audio Sensor Data;2024;Sensors;24;9;0;10.3390/s24092899;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192689177&doi=10.3390%2fs24092899&partnerID=40&md5=b0d0d6d2e0c4acbba6017b4f630f6dad;"Department of Computer Science and Engineering, American University of Sharjah, Sharjah, 26666, United Arab Emirates; Nature & Ecosystem Restoration, Soudah Development, Riyadh, 13519, Saudi Arabia";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Sankina P.; Lal R.; Khare P.; von Hörsten S.; Fester L.; Aggarwal V.; Zimmermann K.; Bishnoi M.";Topical menthol, a pharmacological cold mimic, induces cold sensitivity, adaptive thermogenesis and brown adipose tissue activation in mice;2024;Diabetes, Obesity and Metabolism;26;10;0;10.1111/dom.15781;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199339130&doi=10.1111%2fdom.15781&partnerID=40&md5=d479a8cf2dd1eea86d58dab72067f612;"Department of Anesthesiology, University Hospital Erlangen, Friedrich-Alexander-Universität, Erlangen, Germany; TR(i)P for Health Laboratory, Centre for Excellence in Functional Foods, Department of Food and Nutritional Biotechnology, National Agri-Food Biotechnology Institute (NABI), Nagar, India; University Institute of Pharmaceutical Sciences, Panjab University, Chandigarh, India; Department of Pharmacy, Birla Institute of Technology and Science-Pilani, Pilani, India; Department of Experimental Therapy, University Hospital Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany; Department of Anatomy and Cell Biology, Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU), Erlangen, Germany; Scott-Edil, Chandigarh, India";English;Article;Final;;Scopus
"Domingos-Melo A.; Albuquerque-Lima S.; Machado I.C.; Milet-Pinheiro P.";Opossums as opportunistic visitors of chiropterophilous flowers: Interaction between Didelphis albiventris (Marsupialia) and Hymenaea cangaceira (Fabaceae);2024;Austral Ecology;49;9;0;10.1111/aec.13587;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203591467&doi=10.1111%2faec.13587&partnerID=40&md5=42dfb735f266ce5e78e33075a79d16ec;"Laboratório de Biologia Floral e Ecologia da Polinização, Departamento de Biociências, Universidade Federal de Sergipe, SE, Itabaiana, Brazil; Laboratório de Interações Ecológicas e Semioquímicos (LIES), Universidade de Pernambuco, PE, Petrolina, Brazil; Laboratório de Biologia Floral e Reprodutiva, Programa de Pós-Graduação Em Biologia Vegetal, Departamento de Botânica, Universidade Federal de Pernambuco, PE, Recife, Brazil; Kunming Institute of Botany, Chinese Academy of Sciences, Panlong District, Kunming, China";English;Article;Final;;Scopus
"Tian J.; Moon J.S.; Nga H.T.; Lee H.Y.; Nguyen T.L.; Jang H.J.; Setoyama D.; Shong M.; Lee J.H.; Yi H.-S.";Brown fat-specific mitoribosomal function is crucial for preventing cold exposure-induced bone loss;2024;Cellular and Molecular Life Sciences;81;1;0;10.1007/s00018-024-05347-4;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199914150&doi=10.1007%2fs00018-024-05347-4&partnerID=40&md5=1e9a29d2c27efd21e01d34a294660030;"Laboratory of Endocrinology and Immune System, Chungnam National University School of Medicine, Daejeon, 35015, South Korea; Department of Internal Medicine, Chungnam National University School of Medicine, Daejeon, 35015, South Korea; Department of Clinical Chemistry and Laboratory Medicine, Kyushu University Hospital, Fukuoka, Japan; Graduate School of Medical Science and Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea";English;Article;Final;;Scopus
"Premnath S.P.; Gowr P.S.; Ananth J.P.; Arumugam S.R.";Image enhancement and blur pixel identification with optimization-enabled deep learning for image restoration;2024;Signal, Image and Video Processing;18;5;0;10.1007/s11760-024-03092-6;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192846371&doi=10.1007%2fs11760-024-03092-6&partnerID=40&md5=233efdd5940dee2336887d3fd0cf4f7b;"Electronics and Communication Engineering, Sri Krishna College of Engineering and Technology, Tamilnadu, Coimbatore, 641008, India; Computer Science and Engineering, Vels Institute of Science, Technology and Advanced Studies, Tamilnadu, Chennai, 600117, India; Computer Science and Engineering, Sri Krishna College of Engineering and Technology, Tamilnadu, Coimbatore, 641008, India; Department of Artificial Intelligence and Data Science, Sri Krishna College of Engineering and Technology, Tamilnadu, Coimbatore, 641008, India";English;Article;Final;;Scopus
"Naresh Kumar Reddy B.; Kumar A.S.";Evaluating the effectiveness of Bat optimization in an adaptive and energy-efficient network-on-chip routing framework;2024;Journal of Parallel and Distributed Computing;188;;6;10.1016/j.jpdc.2024.104853;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183984476&doi=10.1016%2fj.jpdc.2024.104853&partnerID=40&md5=15281e1c1ce54147254a71db0e144d12;"Department of Electronics and Communication Engineering, National Institute of Technology, Tamil Nadu, Tiruchirappalli, India; Department of ECE, VNR Vignana Jyothi Institute of Engineering and Technology, Telangana, India";English;Article;Final;;Scopus
"Fujita S.; Plianchaisuk A.; Deguchi S.; Ito H.; Nao N.; Wang L.; Nasser H.; Tamura T.; Kimura I.; Kashima Y.; Suzuki R.; Suzuki S.; Kida I.; Tsuda M.; Oda Y.; Hashimoto R.; Watanabe Y.; Uriu K.; Yamasoba D.; Guo Z.; Hinay A.A., Jr.; Kosugi Y.; Chen L.; Pan L.; Kaku Y.; Chu H.; Donati F.; Temmam S.; Eloit M.; Yamamoto Y.; Nagamoto T.; Asakura H.; Nagashima M.; Sadamasu K.; Yoshimura K.; Suzuki Y.; Sawa H.; Mizuma K.; Li J.; Mimura Y.; Ohari Y.; Tsubo T.; Ferdous Z.; Shishido K.; Mohri H.; Iida M.; Tsujino S.; Misawa N.; Usui K.; Saikruang W.; Lytras S.; Kawakubo S.; Nishumura L.; Mendoza Tolentino J.E.; Li W.; Yo M.S.; Horinaka K.; Suganami M.; Chiba M.; Yoshimura R.; Yasuda K.; Iida K.; Strange A.P.; Ohsumi N.; Tanaka S.; Ogawa E.; Okumura K.; Fukuda T.; Osujo R.; Yoshida I.; Nakagawa S.; Takaori-Kondo A.; Shirakawa K.; Nagata K.; Nomura R.; Horisawa Y.; Tashiro Y.; Kawai Y.; Nakata Y.; Futatsusako H.; Sakamoto A.; Yasuhara N.; Hashiguchi T.; Suzuki T.; Kimura K.; Sasaki J.; Nakajima Y.; Yajima H.; Irie T.; Kawabata R.; Sasaki-Tabata K.; Shimizu R.; Monira Begum M.S.T.; Jonathan M.; Mugita Y.; Leong S.; Takahashi O.; Ichihara K.; Ueno T.; Motozono C.; Toyoda M.; Saito A.; Kosaka A.; Kawano M.; Matsubara N.; Nishiuchi T.; Zahradnik J.; Andrikopoulos P.; Padilla-Blanco M.; Konar A.; Ito J.; Ikeda T.; Tanaka S.; Matsuno K.; Fukuhara T.; Takayama K.; Sato K.";Virological characteristics of a SARS-CoV-2-related bat coronavirus, BANAL-20-236;2024;eBioMedicine;104;;0;10.1016/j.ebiom.2024.105181;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194834144&doi=10.1016%2fj.ebiom.2024.105181&partnerID=40&md5=f69858d228487e09d7cb72c51d9315af;"Division of Systems Virology, Department of Microbiology and Immunology, The Institute of Medical Science, The University of Tokyo, Tokyo, Japan; Graduate School of Medicine, The University of Tokyo, Tokyo, Japan; Center for iPS Cell Research and Application (CiRA), Kyoto University, Kyoto, Japan; Department of Microbiology and Immunology, Faculty of Medicine, Hokkaido University, Sapporo, Japan; One Health Research Center, Hokkaido University, Sapporo, Japan; Institute for Vaccine Research and Development (IVReD), Hokkaido University, Sapporo, Japan; Division of International Research Promotion, International Institute for Zoonosis Control, Hokkaido University, Sapporo, Japan; Department of Cancer Pathology, Faculty of Medicine, Hokkaido University, Sapporo, Japan; Institute for Chemical Reaction Design and Discovery (WPI-ICReDD), Hokkaido University, Sapporo, Japan; Division of Molecular Virology and Genetics, Joint Research Center for Human Retrovirus infection, Kumamoto University, Kumamoto, Japan; Department of Clinical Pathology, Faculty of Medicine, Suez Canal University, Ismailia, Egypt; Graduate School of Frontier Sciences, The University of Tokyo, Chiba, Japan; Division of Risk Analysis and Management, International Institute for Zoonosis Control, Hokkaido University, Sapporo, Japan; Faculty of Medicine, Kobe University, Kobe, Japan; State Key Laboratory of Emerging Infectious Diseases, Department of Microbiology, School of Clinical Medicine, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong Special Administrative Region, Pokfulam, China; Institut Pasteur, Université Paris Cité, CNRS UMR 3569, Molecular Genetics of RNA Viruses Unit, Paris, France; Institut Pasteur, Université Paris Cité, National Reference Center for Respiratory Viruses, Paris, France; Institut Pasteur, Université Paris Cité, Pathogen Discovery Laboratory, Paris, France; Institut Pasteur, Université Paris Cité, The WOAH(OIE) Collaborating Center for the Detection and Identification in Humans of Emerging Animal Pathogens, Paris, France; HiLung Inc., Kyoto, Japan; Tokyo Metropolitan Institute of Public Health, Tokyo, Japan; International Research Center for Infectious Diseases, The Institute of Medical Science, The University of Tokyo, Tokyo, Japan; International Collaboration Unit, International Institute for Zoonosis Control, Hokkaido University, Sapporo, Japan; AMED-CREST, Japan Agency for Medical Research and Development (AMED), Tokyo, Japan; Laboratory of Virus Control, Research Institute for Microbial Diseases, Osaka University, Suita, Japan; CREST, Japan Science and Technology Agency, Saitama, Japan; International Vaccine Design Center, The Institute of Medical Science, The University of Tokyo, Tokyo, Japan; Collaboration Unit for Infection, Joint Research Center for Human Retrovirus infection, Kumamoto University, Kumamoto, Japan; MRC-University of Glasgow Centre for Virus Research, Glasgow, United Kingdom";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Urbano P.; Hernández C.; Ballesteros N.; Vega L.; Alvarado M.; Velásquez-Ortiz N.; Martínez D.; Barragán K.; Ramírez A.; Páez-Triana L.; Urrea V.; Ramírez J.D.; González C.";Exploring dietary differences among developmental stages of triatomines infected with Trypanosoma cruzi in different habitats;2024;International Journal for Parasitology;54;11;0;10.1016/j.ijpara.2024.05.001;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193814725&doi=10.1016%2fj.ijpara.2024.05.001&partnerID=40&md5=505643a0896ee132259a0fa9701e75b1;"Centro de Investigaciones en Microbiología y Parasitología Tropical (CIMPAT), Departamento de Ciencias Biológicas, Universidad de los Andes, Bogotá, Colombia; Grupo de Investigaciones Biológicas de la Orinoquia, Universidad Internacional del Trópico Americano (Unitrópico), Yopal, Colombia; Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia; Centro de Tecnología en Salud (CETESA), Innovaseq SAS, Bogotá, Colombia; Molecular Microbiology Laboratory, Department of Pathology, Molecular and Cell-Based Medicine, Icahn School of Medicine at Mount Sinai, New York City, NY, United States";English;Article;Final;"All Open Access; Hybrid Gold Open Access";Scopus
"Bansal K.; Singh A.";A new parallel bat colony optimization algorithm and its application for evolving CNN architectures with artificial selection;2024;Soft Computing;28;15-16;0;10.1007/s00500-023-08846-x;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164123298&doi=10.1007%2fs00500-023-08846-x&partnerID=40&md5=b827fe1424e59b69260d458c2861903a;School of Computer Applications, Lovely Professional University, Punjab, Phagwara, 144411, India;English;Article;Final;;Scopus
"Hijjawi M.; Jamil F.; Jamil H.; Alsboui T.; Hill R.; Hameed I.A.";Optimal smart contracts for controlling the environment in electric vehicles based on an Internet of Things network;2024;Computer Communications;224;;0;10.1016/j.comcom.2024.06.004;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196629941&doi=10.1016%2fj.comcom.2024.06.004&partnerID=40&md5=813f1be928e1050ee7efd08774929f7b;"Applied Science Private University, Al-Arab St. 21, Amman, Jordan; Department of Computer Science, University of Huddersfield, Huddersfield, Queensgate, HD1 3DH, United Kingdom; Department of Electronic Engineering, Jeju National University, JEJU-SI, Jeju, 63243, South Korea; Department of ICT and Natural Sciences, Faculty of Information Technology and Electrical Engineering, Norwegian University of Science and Technology (NTNU), Larsgårdsvegen 2, Ålesund, 6009, Norway";English;Article;Final;"All Open Access; Hybrid Gold Open Access";Scopus
"Abbasi A.R.; Zadehbagheri M.";Expansion planning of hybrid electrical and thermal systems using reconfiguration and adaptive bat algorithm;2024;Heliyon;10;16;0;10.1016/j.heliyon.2024.e36054;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200966841&doi=10.1016%2fj.heliyon.2024.e36054&partnerID=40&md5=d43b4cba04dc74d1b4243e9d26df8142;"Department of Electrical, Faculty of Engineering, Fasa University, Fasa, Iran; Department of Electrical Engineering, Yasuj Branch, Islamic Azad University, Yasuj, Iran";English;Article;Final;;Scopus
"Jiang Z.; Ko D.";Decision-making dynamics in urban energy transition: A statistical analysis of policy frameworks, stakeholder collaboration and technological innovations;2024;Sustainable Cities and Society;109;;0;10.1016/j.scs.2024.105476;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193566759&doi=10.1016%2fj.scs.2024.105476&partnerID=40&md5=fe1b0d9839aa70d84276d88f7a8c6a94;Kunsan National University, 558, Daehak ro, Gunsan City, 54150, Jeollabuk do, South Korea;English;Article;Final;;Scopus
"Ching T.; Lee J.Z.W.; Win S.K.H.; Win L.S.T.; Sufiyan D.; Lim C.P.X.; Nagaraju N.; Toh Y.-C.; Foong S.; Hashimoto M.";Crawling, climbing, perching, and flying by FiBa soft robots;2024;Science Robotics;9;92;1;10.1126/scirobotics.adk4533;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199126847&doi=10.1126%2fscirobotics.adk4533&partnerID=40&md5=e3a225799cd7e5c093bd8697bc643ff3;"Pillar of engineering Product Development, Singapore University of technology and Design Singapore, Singapore, Singapore; Digital Manufacturing and Design Centre Singapore University of technology and Design, Singapore, Singapore; Department of biomedical engineering, national University of Singapore, Singapore, Singapore; School of Mechanical, Medical and Process engineering, Queensland University of technology, brisbane, Australia; Centre for biomedical technologies, Queensland University of technology, Kelvin Grove, Australia; Department of biomedical engineering, boston University, boston, 02215, Ma, United States; Wyss institute for biologically inspired engineering, harvard University, boston, 02115, Ma, United States";English;Article;Final;;Scopus
"Sahoo B.M.; Sabyasachi A.S.";A Metaheuristic Algorithm Based Clustering Protocol for Energy Harvesting in IoT-Enabled WSN;2024;Wireless Personal Communications;136;1;0;10.1007/s11277-024-11270-5;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196167834&doi=10.1007%2fs11277-024-11270-5&partnerID=40&md5=23a380852887d8bd363167649b4c0fdd;"Department of Computer Science and Engineering, Vivekananda Institute of Professional Studies-Technical Campus, Delhi, India; School of Computer Science and Engineering, Galgotias University, Greater Noida, India";English;Article;Final;;Scopus
"Peter M.; Bakanov N.; Mathgen X.; Brühl C.A.; Veith M.; Müller C.";Multiresidue analysis of bat guano using GC-MS/MS;2024;Analytical and Bioanalytical Chemistry;416;13;0;10.1007/s00216-024-05263-3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189198612&doi=10.1007%2fs00216-024-05263-3&partnerID=40&md5=7bbcd284dac88190c98edf43a667a18f;"Department of Pharmacy, Center for Drug Research, Ludwig-Maximilians-Universität München, Munich, 81377, Germany; iES Landau, Institute of Enivonmental Sciences Landau, University Kaiserslautern-Landau, Landau, 76829, Germany; Department of Biogeography, Trier University, Trier, 54296, Germany; State Office for Agriculture and Environement of Western Pomerania, Stralsund, 18439, Germany";English;Article;Final;"All Open Access; Hybrid Gold Open Access";Scopus
"Naik A.; Edla D.R.; Parne S.R.; Bhukya H.";Weighted ensemble CNN for lung nodule classification: an evolutionary approach;2024;Multimedia Tools and Applications;83;26;0;10.1007/s11042-023-17996-x;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183389938&doi=10.1007%2fs11042-023-17996-x&partnerID=40&md5=03ed15811cb15d5a0d823ce3f97888e6;"Department of Computer Engineering, Don Bosco College of Engineering, Goa, Margao, India; Department of Computer Science & Engineering, National Institute of Technology, Goa, Ponda, India; Department of Computer Science & Engineering, Kakatiya Institute of Technology and Science, Telangana, Warangal, India";English;Article;Final;;Scopus
